annotation_id,brand,industry,role,text,label,notes
144,Everlane,fashion,ambiguous,"SPOTLIGHT A STEP FORWARD THE DAY BUCKLE MARY JANE LCA YOUR FOOTSTEPS DON’T HAVE TO LEAVE A LASTING FOOTPRINT We measure the environmental impact of our products throughout their entire life cycle, from raw materials through final production and beyond, to uncover opportunities for reducing emissions, waste, and resource use. In 2024, we partnered with Planet FWD, experts in lifecycle analysis, to conduct a full cradle-to-grave Life Cycle Assessment (LCA) of our Day Buckle Mary Jane in Recycled Satin. Through this partnership, we gained a detailed breakdown of the shoe’s total carbon footprint and identified key areas where we can drive further impact reductions. The Day Buckle Mary Jane in Recycled Satin has a total carbon footprint of 7.5 kg CO₂e per pair, lower than conventional footwear despite its more complex construction. To put this into perspective, producing one pair generates roughly the same emissions as driving 20 miles in a gas-powered car or the carbon footprint of about nine iced lattes.",2,LCA measurement of product environmental impact — methodology described
145,Everlane,fashion,ambiguous,"We also work with partners who have conducted living wage assessments aligned with the Global Living Wage Coalition or are members of the Fair Wear Foundation. Each of these efforts plays a key role in advancing wage equity across our supply chain and the industry. In 2024, 15% of our Tier 1 suppliers, representing 37% of our production volume, were Fair Trade Certified. An additional 10% of our Tier 1 suppliers, accounting for 7% of production volume, have already achieved living wage benchmark standards, while another 30%, representing 60% of our volume, are actively conducting living wage analyses. We recognize that achieving a living wage across the industry will take time, and we acknowledge that our own progress in this area is ongoing.",2,15% Tier 1 suppliers with living wage assessment — specific figure
146,Everlane,fashion,ambiguous,"We also review and prioritize partnerships with facilities that hold additional certifications, including B Corp/Fair Trade/Fair Wear Foundation and SLCP/ Betterwork. → Country-Level Risk Assessment: Evaluate inherent country/region risk through the use of public and proprietary indices measuring risks of foreign migrant workers, wages, and freedom of association, among other things. We also use LRQA’s Sentinel, an adverse media screening tool used to scan existing and prospective suppliers for ESG controversies across the web, to identify risks and determine which sites require further due diligence. 2: Annual Verification We partner with third-party, APSCA-certified audit Annual Verification can take place in one of two ways, outlined below: and Grievance firm LRQA to carry out annual verification and worker Mechanism Assurance sentiment surveys at our Tier 1 factories and strategic → On-Site Audits: We require third-party, unannounced on-site social compliance Tier 2 mills. audits which cover 350+ compliance checkpoints, from health & safety issues to chemical management.",2,B Corp/Fair Trade/Fair Wear partnership criteria — specific certifications
147,Everlane,fashion,ambiguous,"Our pieces are Beautifully Functional, Purposefully Designed, and Consciously Crafted—with the intention that the clothes we make will last a lifetime. Now, through our Re:Everlane program, our customers can pass their Everlane pieces on and make room for the new, all with circularity in mind. With this program, customers can instantly list their Everlane products directly on Poshmark. We do the heavy lifting (like automatically adding the style name, fabric content, and original price) on our end, so they can get selling with the click of a button. Because circularity isn’t just a buzzword—it’s about giving your clothes a second chance, reducing waste, and increasing your bank account.",1,"Re:Everlane circularity framing — marketing language, limited substance"
148,Everlane,fashion,ambiguous,"NEXT STEPS TO PRIORITIZE PROGRESS We hold a deep belief that meaningful progress in social responsibility is built on long-term relationships, continuous learning, and collective action. In our experience, there are three key pathways to driving year-over-year improvement in supplier performance. First, we continue to build long-term, trust-based relationships with our factory partners, which allows us to move forward together. Second, as our business grows, we expand our influence within partner factories, creating more opportunities to support higher standards for working conditions and environmental practices. Third, and perhaps most critically, we recognize that real change requires collaboration across the industry.",1,"Social responsibility framed as belief — aspirational, no data"
149,Everlane,fashion,ambiguous,"In our 2023 Impact Report, we shared our early efforts to better understand our nature-based impacts, including our water risk hotspots. In 2024, we expanded on this foundation by partnering with Pure Strategies to conduct a more comprehensive nature gap assessment. This assessment evaluated our current supply chain practices and strategies, identified potential nature-related hotspots, and explored opportunities to align with global frameworks such as Science Based Targets for Nature. It also highlighted areas where Everlane can best support existing and emerging nature-focused leadership initiatives both within and beyond our value chain. Recognizing that biodiversity and nature impacts are inherently localized, our assessment closely examined the specific regions where our suppliers operate, and where our raw materials are grown and processed.",2,Nature gap assessment with Pure Strategies — specific third-party partnership
150,Everlane,fashion,ambiguous,"MATERIALS Topic Area Goal Timeframe 2024 Progress Comments --Materials 100% of fibers & materials used by 2025 On Track Preferred Standards refer to materials that have volume meet our Preferred Standards 90% complete measurably lower environmental impacts or improved social impacts, and are supported by a robust chain of custody system and recognized industry standard or certification. In 2024, we achieved our milestone of transitioning 90% of our materials by volume to preferred, lower-impact alternatives, with 5% by volume meeting our “Improved” standards. See our Preferred Materials Standards here. Materials 100% of virgin leather used meets 2025 Complete We achieved this goal in 2024 by transitioning the Leather Working Group Silver or Gold 100% final 1% of legacy leather by volume without an LWG Standards certification. We will continue to ensure compliance as we move forward with more progressive goals in the future.",2,90% preferred materials on track — specific progress figure
151,Everlane,fashion,ambiguous,"- → In 2024 we achieved our goal of transitioning 90% of our raw materials to lower-impact, preferred versions. - → 98% of our Tier 1 and 87% of our Tier 2 suppliers now report to Higg FEM, allowing us to collect primary data for improved measurement, identify hot spots in our value chain, and measure progress year over year. - → Manufacturer SBTs & SATs — 97% of our Tier 1 suppliers by volume have either approved or in-development Science Based Targets (SBTs) or Science Aligned Targets (SATs). - → In 2024 Everlane co-invested in 53% of those suppliers to join the Manufacturer Carbon Action Program (MCAP), to support them in developing their own SATs to reduce their Scope 1 & 2 emissions. - → Apparel Impact Institute (Aii) — 63% of our Tier 1 suppliers by volume have either completed or have programming in-development with Apparel Impact Institute (Aii), through co-investments by Everlane.",2,98% Tier 1 and 87% Tier 2 on Higg FEM — specific coverage data
152,Everlane,fashion,ambiguous,"We will continue to work towards our goal of achieving 100% recycled polymers. Materials 100% of our animal fibers from 2025 On Track Up almost 28% since 2022. Preference for recycled certified recycled, responsible, or 99.56% complete animal fibers. All sources must be verified through regenerative sources third party standards and certifications. ""Responsible"" refers to standards that ensure the well-being of farm animals and responsible land management, specifically: Responsible Wool Standard (RWS), Responsible Alpaca Standard (RAS), and Good Cashmere Standard (GCS).",2,99.56% animal fiber certified — specific figure
153,Everlane,fashion,ambiguous,"This report has been designed to provide details on our environmental, social, and governance practices within the scope of our key pillars: Keep Earth Clean, Keep Earth Cool, and Do Right by People. This year’s Impact Report builds on the strategies and updates shared in our previous reports and is meant to be additive, rather than repetitive. Everlane has approved Science-Based Targets for reducing GHG emissions in line with the 1.5°C pathway. The Science-Based Target Initiative has approved Everlane’s near-term goal to reduce Scope 1 and Scope 2 market-based GHG emissions by 46% by 2030, compared to its 2019 baseline. In addition, Everlane has established a corporate goal of reducing its Scope 3 emissions by 55% per-unit produced by 2030, using the same baseline year of 2019.",0,Report scope and structure description — out of scope
154,Everlane,fashion,ambiguous,"The lasting high quality of Everlane products not only delivers value to our customers but also supports a thriving resale market that keeps garments in use longer. We attribute the impressive, year-over-year success of this program to a few factors. The first is the growth in the recommerce industry, which has enabled more customers to buy and sell second hand clothing and extend the life of purchased products. This growth is being supported by the apparel industry through efforts such as the Circular Fashion Coalition, which Everlane joined in 2024 as an opportunity to learn expertise, share best practices, and exchange resources that will move the industry forward. Members of our sustainability and design teams attended educational trainings through the Circular Fashion Coalition to further our knowledge and skills in the circular economy.",2,Resale market attributed to product quality — indirect sustainability claim
155,Everlane,fashion,ambiguous,"TIER 1 VERIFIED HIGG FEM ADOPTION* (2021–2024) ** *Percentage by total volume of units IMPACT REPORT 2024 17 CHEMISTRY STANDARDS IN MANUFACTURING Chemicals are an essential part of textile production, shaping the look, feel, color, and durability of the items we create. However, the way these chemicals are managed matters greatly, as improper handling can pose significant risks to people and the environment. Ensuring safe and responsible chemical practices in our Tier 1 and Tier 2 factories helps protect factory workers, surrounding communities, local water quality, and ultimately, our customers by reducing exposure to harmful residues in finished products. We manage chemical risks by aligning closely with credible industry standards like bluesign® and the ZDHC Manufacturing Restricted Substances Lists (MRSLs), and by prioritizing partnerships with facilities that embrace these rigorous frameworks.",2,Chemistry standards in manufacturing described — process substance
156,Everlane,fashion,ambiguous,"We are committed to the Business Ambition for 1.5˚C program—a UN partnership that sets ambitious net-zero targets that go beyond the SBTi requirements. we’ve made to-date, we are not only on track to achieve our Science Based Targets—we are ahead of schedule. Through strategic interventions, data-driven decision-making, and a relentless focus on impact, we have accelerated our reductions beyond initial projections. While we recognize that progress may not always be linear, our trajectory is clear. By staying ambitious, adaptable, and accountable, we are confidently advancing toward our 2030 targets—and laying the groundwork for even greater climate action into 2050 and beyond.",2,"Business Ambition for 1.5C, ahead of SBTi schedule — specific"
157,Everlane,fashion,ambiguous,"Although the gap assessment is an internal evaluation and not a publicly facing tool, we are using its insights to strengthen our chemical safety practices, inform our Restricted Substances List (RSL), guide supplier engagement, and identify areas where we can continue improving chemical management across our supply chain. In 2024 we made steady progress toward our cleaner chemistry goal, with 61% of our facilities by volume implementing robust chemical management standards. We also partner with suppliers that hold material- and product-level certifications reflecting cleaner chemistry practices, in addition to social and environmental standards. These certifications include Oeko-Tex, the Global Organic Textile Standard (GOTS), the Global Recycled Standard (GRS), and the CanopyStyle Hot Button ratings for manmade cellulosic fiber (MMCF) producers. In 2024, 78% of our materials by volume were produced in Tier 2 facilities certified to cleaner chemistry standards (bluesign®, ZHDC, GOTS, and GRS), and 91% of our finished products were made in factories certified to cleaner chemistry standards (Oeko-Tex, GOTS, GRS).",2,Internal RSL gap assessment — described honestly as internal tool
158,Everlane,fashion,ambiguous,"EVERLANE FOR EVERYBODY Driving positive social and environmental change goes beyond simply setting goals; it’s central to who we are and how we operate. We believe change starts from within, which is why we are dedicated to fostering a workplace where every team member feels valued, empowered, and inspired to make a meaningful impact. Our approach is guided by four core values: Be Actively Inclusive, Deliver the Best, Always Be Thoughtful, and Inspire Environmental Change. These principles shape our daily operations and serve as the foundation for our efforts to advance diversity, equity, inclusion, and belonging (DEIB), support Employee Resource Groups (ERGs), and foster greater representation across gender and ethnicity. While we recognize the progress we have made, we know there is always more to do.",1,DEI workplace commitment framing — vague aspirational language
159,Everlane,fashion,ambiguous,"proper head protection. 2018 2019 2020 20,000 LBS OF PLASTIC CAMPAIGNS AGAINST 2.1+ MILLION MEALS CLEANED OFF BEACHES SINGLE-USE PLASTIC Our $260,000 donation to the Surfrider Foundation All profits, totaling $300,000, were donated Our first site-wide sale coinciding with the pandemic went towards removing 20,000 lbs of plastic pollution to Oceana to fund one full year of educational drove $181,557 in profits that we donated to Feeding from beaches. campaign efforts against single-use plastic in America, helping provide 2 million meals to people three major markets. Our first site-wide sale coinciding with the pandemic drove $181,557 in profits that we donated to Feeding America, helping provide 2 million meals to people in need. 2022 2023 2024 TREES & SHADE FOR 33,000 SHEEP FOR 170,000 LBS OF CLIMATE LA ™ COTTON In partnership with TreePeople, we donated $50,000 to help plant and maintain trees in the LA neighborhoods of South Gate and Cudahy, which are at the frontlines of shade inequity.",2,Specific dollar donations and campaign outcomes cited — verifiable
160,Patagonia,fashion,positive_control,"Impact 2025 Report Work in Progress Work in Progress Report 2 Table of Contents 03 Notes from Yvon & Ryan 05 Introduction 16 Business Unusual 48 Product 102 Grants & Giving 114 Activism 132 Appendixes Cover: Magenta flowers surround the base of a Jambo tree in Belterra, Pará, Brazil. Daniel Beltrá Work in Progress Report 3 A note from Yvon Chouinard Patagonia Founder and Ex-Owner “I’ve been working harder than an 87year-old should.” Photo: Jimmy Chin After giving Patagonia away in 2022, I’ve been working harder than an 87-year-old should. Threats to planetary health are increasing.",0,Table of contents — out of scope
161,Patagonia,fashion,positive_control,"Movements that start with strategies, advocates and actions that build off momentum and with investment. Over the history of the company, we have contributed over $240 million to environmental organizations and learned a lot. Since 2002, we have certified our donations to qualified environmental nonprofit organizations through 1% for the Planet. In recent years, we’ve averaged over $10 million annually and, many times, far exceeded our commitment to donate 1% of sales. Our grant-giving is linked with the core business, making sure it’s not just a residual but an integral part of it.",2,$240M contributed to environmental orgs since founding — specific verified
162,Patagonia,fashion,positive_control,"The price they get for regenerative organic cotton is higher, but they’re still in poverty, and regenerative organic is a small program, even for us. Wendy Savage (right) and the Patagonia team at Textil del Valle in Peru, where Regenerative Organic Certified® cotton yarn is spun into fabric. Patagonia Archives Christi Yung The demand is the most frustrating part—it’s difficult for sourcing teams to plan how much cotton they’ll need years in advance, and without an upfront commitment from brands, the farmers and suppliers don’t have the incentive they need to make the transition worthwhile.” That’s why we advocate for regulated reporting and more broad government regulation, especially in a time when those regulations are rolling back at an alarming rate. To address some of the change that’s needed now, we’re also continuing to grow our Cotton in Conversion program, which helps support farmers financially during their three-year shift to organic methods. And while organic cotton—which we fully committed to in 1996 when we discontinued use of conventionally grown cotton in any of our products— prevents the use of chemicals, Regenerative Organic Certified cotton uses organic, low-till and no-till methods to actively build healthier soil, as well as adding standards that respect the welfare of people and animals.",2,ROC farmers in poverty context — honest limitation disclosed
163,Patagonia,fashion,positive_control,"The bulk of our emissions —nearly 99%—comes from our supply chain. We take responsibility for all of it, so decarbonizing our supply chain is a crucial part of reducing our emissions. Our work on this helped jump-start an industry-wide conversation around thermal energy needs and electrification, and we quickly wanted to follow up with more tangible mill-level research and solutions. Up to 75% of the energy that’s generated in a textile mill comes from burning fossil fuels on-site to create heat and process steam, pressurized steam (typically generated from boilers) that provides the energy required for textile manufacturing, including dyeing and drying fabrics. The other 25% is electricity.",2,"99% supply chain emissions, industry conversation — specific and substantive"
164,Patagonia,fashion,positive_control,"If supporting grassroots activists taught us anything, however, it is that when enough individuals come together, it is possible to take on a system. To get there, businesses must exist to do more than provide a good service or make a quality product, and they definitely need to exist to do more than enrich a handful of individuals. They can and should exist to solve problems. Corporate influence already crosses borders and shapes government policy everywhere. Imagine what could happen if interest groups and lobbyists prioritized planetary and human health over environmental deregulation.",1,Philosophical values statement — not a sustainability claim
165,Patagonia,fashion,positive_control,"Employees at work in the Vertical Knits cut-and-sew facility, a Fair Trade Certified™ factory in Baca, Mexico. Keri Oberly Business Unusual Work in Progress Report Grants & Giving Activism Intro 16 Product Rethinking Traditional Capitalism 18 The Patagonia Ownership Model 20 Holdfast Collective 22 Business Unusual Purpose-Led Governance 23 Where We Work 26 Careful Growth 27 Telling Stories That Drive Change 32 Industry Partnerships 34 Finance as a Lever for Change 37 Our People 39 Yvon Chouinard has been saying it for years. In 2020, we put it on our Road to Regenerative Stand Up® Shorts. Patagonia Archives",0,Navigation/header PDF bleed — out of scope
166,Patagonia,fashion,positive_control,"We also require suppliers to follow strict guidelines to demonstrate where each fiber or material comes from. This is how we ensure that what we say is in our products is actually in there. The strong partnerships we have built with suppliers have allowed us to reach full certification status for our products. This means each link in the supply chain up to the brand level has to be certified for products containing organic cotton, recycled materials, virgin wool, and virgin down. Product Claims Substantiation And then we double-check.",2,Full certification for wool and down — specific supply chain claim
167,Patagonia,fashion,positive_control,"The graphic below depicts the value chain evaluated during our Double Materiality Assessment. ** *As part of our DMA, a high-level value chain mapping exercise was first conducted to understand Patagonia’s upstream, downstream and own operations, as well as to identify relevant business relationships Work in Progress Report Appendixes 135 ESRS Topics Considered This table presents the initial set of 92 ESRS-aligned topics considered, which were systematically refined to a final list of 11 material topics (see page 11).",0,"Double materiality value chain mapping — methodology, out of scope"
168,Patagonia,fashion,positive_control,"Harder than standing on Himalayan summits. But I did it anyway. And I’d do it again.” Gleich lost her congressional race but remains an advocate: She’s serving as a UN Marathon Ambassador for the HighLevel International Conference on Glaciers’ Preservation in Tajikistan, and her podcast, the Caroline Gleich Show, explores how quite literally “sports can change the world.” Tommy Caldwell GSA Rock Climbing Ambassador Climber, author and activist Tommy Caldwell puts up first ascents on the world’s most intimidating walls and often uses his feats to raise awareness for protecting public lands, like Bears Ears National Monument and Oak Flat, Arizona. Most recently, he joined the effort to protect Cochamó Valley in Chile, a world-class climbing location and a region rich in biodiversity, with 328,000 acres of soaring granite, verdant forests and abundant wildlife. “Climbing, at its best, is so much more than sport or recreation,” Tommy said about his latest Patagonia article, “Beneath the Rock,” which we shared in Routefinding, a newsletter we launched with Tommy in 2025.",0,Activist narrative — out of scope
169,Patagonia,fashion,positive_control,"Today, we are on the path to an even higher standard. As of FY25 our cotton was: 44% certified organic 17% Regenerative Organic Certified® cotton, up from 0% in 2019 11% certified Cotton in Conversion 27% certified recycled “We had to hike to get to these farms,” says Wendy Savage, our director of social impact and transparency. “First a plane, then a bus, then a hike through the jungle. It was exhausting but rewarding, and the farmers were really proud to show us their plots and their cotton.” Last winter, Savage journeyed to the San Martín region of the Peruvian Amazon with supplier partners and members of our sourcing team to visit some of the family farms that supply Regenerative Organic Certified® cotton for Patagonia products. “These are small farms in a region that mostly used to grow coca plants,” she explains.",2,"Cotton: 44% organic, 17% ROC, 11% in conversion — specific verified"
170,Patagonia,fashion,positive_control,"To help our employees connect their values to Patagonia’s, we offer a philosophy class to all new employees. The two-hour virtual session covers our roots, key moments that helped define who we have become, why environmentalism is so central to our work, and how the company’s most closely held values inspire us (or challenge us, or both). The classes, which kick off with a 17-minute film, are intentionally small—max 20 people—to foster conversation. Philosophy classes started three decades ago when Yvon Chouinard took groups of employees to places like Yosemite, the Marin Headlands and the shadow of Fitz Roy to identify what we value as a community and how we want to do business. In the last 10 years, they have been led by Product & Sport PR Manager Corey Simpson and our Director of Philosophy Vincent Stanley, who has been with the company since the beginning—as an invoice typist, bookkeeper and packer before running wholesale, the editorial department and marketing, then co-writing The Future of the Responsible Company: What We’ve Learned from Patagonia’s First 50 Years.",0,"Employee philosophy class — HR, out of scope"
171,Patagonia,fashion,positive_control,"- As a certified B Corp, we have participated in B-Lab audits of our conduct based on their metrics focused on environmental and social practices, with a score published publicly for consumers to evaluate. We undergo audits to maintain our Fair Labor Association accreditation. - We participate in the Science-Based Targets Initiative to report our greenhouse gas emissions, publicly committing to several emissions reduction targets. - We have reported on our impact through other industry groups (some that we helped create; see the complete list on page 36), to NGOs and to our wholesale customers to meet their own regulatory requirements and best practices, sharing what we know and what we’re still learning. Until now, however, this reporting has been disjointed.",2,"B Corp, FLA accreditation, public audit scores — third-party verified"
172,Patagonia,fashion,positive_control,"Active Patagonia Community Groups BIPOC Colleagues for Justice Jewish Community Group Living with Disabilities LGBTQ+ Women+ Global A Coalition to Activate Justice Everywhere To bring our global vision to life, we formed the Global Justice & Belonging Coalition, a working group of regional leaders building global strategies and infrastructure for justice. These partners are not just sharing best practices but helping shape how we embed justice, equity and belonging into our systems, rituals and decisions across the company. The coalition supports: Regional activation of the global justice vision Shared language around justice, belonging and allyship Aligned strategies for culture-building and accountability The coalition’s work re flects the reality that justice doesn’t scale through replication, but rather through relationships. Australia & Aotearoa Indigenous Partnership and Climate Justice In Australia and Aotearoa, our Justice & Belonging work is grounded in Indigenous sovereignty, truth-telling and longterm partnership with First Nations communities. This year, we focused on deepening relationships with Traditional Owners and Māori leaders—not just through acknowledgment, but through action.",0,"DEI coalition description — HR/social, out of scope"
173,Patagonia,fashion,positive_control,"We were plagued by inconsistent inventories of materials and the challenges of shipping materials globally for recycling. We’ve partnered with numerous textile-to-textile startups, even investing in one, to help lend our resources and demand to their businesses. However, most of these companies are still at lab or very small-scale. We will continue our partnerships as these businesses scale their capabilities. Ultimately, we need to support infrastructure development globally to have solutions that are available in the regions where we do business and make product.",2,Textile recycling startup challenges acknowledged — transparent limitation
174,Patagonia,fashion,positive_control,"The main ESRS-mapped Patagonia topics include: ** 3 (0 ) Chemicals Management 4 (0 ) Justice & Belonging 5 (Own workforce) (0 ) Adequate Wages 6 (Own workforce) (0 ) The Fitz Roy skyline. Patagonia, Argentina. Choongok Sunwoo (07) Freedom of Association and Collective Bargaining (Own workforce) * Water management (specifically consumption and pollution in the supply chain) is a critical component of our Supply Chain Environmental Impact Program, whereby suppliers must ensure they are tracking and managing water use and treating their wastewater in accordance with our strict standards. For more information on how we work with our suppliers, refer to our Product chapter. Work in Progress Report Business Unusual Grants & Giving Activism Intro Product 12 Did We Meet Our 2025 Goals?",0,ESRS topic mapping — out of scope
175,Patagonia,fashion,positive_control,"So when we established our 2025 goals, they had to pass a three-part test: Is it aspirational (something hard, even seemingly impossible)? Is it inspirational (excitement that warrants hard work)? Is it outcome-oriented (when we get there, will we have done something that matters)? How’d we measure up? “The more layers of the onion you peel, the more you cry.” —Matt Dwyer VP of Product Footprint",0,Goal-setting framework description — out of scope
176,Patagonia,fashion,positive_control,"EcoAlbania received a 2025 Goldman Environmental Prize for their advocacy work on behalf of the Vjosa. And we’re not done supporting them, either. We are continuing to partner with the International Union for the Conservation of Nature and the Albanian government to ensure the Vjosa Wild River National Park management plan is properly implemented. The largest free-flowing river in Europe : the Vjosa. Leeway Collective",2,Goldman Environmental Prize for Vjosa partner — specific verifiable outcome
177,Patagonia,fashion,positive_control,‡The premium associated with procuring low-carbon materials cannot be disaggregated from the total costs of materials and therefore has not been included in this list. A container ship enters the busy East Lamma Channel as it departs Victoria Harbour in Hong Kong. Jon Lord Alamy Grants & Giving Activism Work in Progress Report Intro 91 Business Unusual Product Decarb Is Hard One of Los Angeles’s many oil refineries. California.,0,Financial cost methodology note — out of scope
178,Patagonia,fashion,positive_control,"253,000 people joined our Running Up For Air Strava Challenge, which accumulated over 285,680,206 feet of vert over 4,530,990 miles. takayna: A Story that Ignited a Campaign Our 2018 film takayna, a project in partnership with 1% for the Planet® grantee Bob Brown Foundation, chronicled one runner’s race to protect the takayna / Tarkine, the world’s second largest temperate rainforest. Global communities rallied and the campaign resulted in the biggest petition ever presented in an Australian parliament. In 2019, runners inspired by the film proposed an ultramarathon in the Tarkine. This Patagonia Australia-sponsored event brought together 100 runners to raise over $100,000 in its first year.",2,"253,000 participants in climate challenge — specific engagement figure"
179,Patagonia,fashion,positive_control,"That included completing our first double materiality assessment—formalizing what we’ve tried to do since the company began: consider not only how a changing world affects our business but also how our business affects the planet. Once a mountain, now a mine: Too often, we’ve seen that the search for profit most ly leads to loss. Michael Melford Work in Progress Report Business Unusual Activism Intro Product 11 Grants & Giving Our Double Materiality Assessment A double materiality assessment (DMA) accounts for how a business impacts the environment and society, and how addressing these impacts in turn affects the company’s finances. After the internal assessment, we worked with five sets of stakeholders—management, employees, customers, suppliers and sports ambassadors—to validate, refine and prioritize the results.",2,Double materiality assessment completed — substantive governance action
180,Eileen Fisher,fashion,positive_control,20 Benefit 4 We are committed to working collaboratively and transparently with other companies in the fashion industry to advance ethical business practices. Collaborative Impact Advancing Our Own Values There are many organizations working to advance the social and environmental impact work that EILEEN FISHER focuses on. They include: 22 Advancing Values Throughout the Industry We know we can’t support our People and Planet agenda alone.,2,Collaborative industry engagement with specific orgs — substantive
181,Eileen Fisher,fashion,positive_control,"In 2023, we continued to trace our supply chain using third-party certificates and blockchain technology. In particular, we expanded the scope of products on our third-party blockchain traceability platform, Textile Genesis, and increased the fiber volume traced by this platform by 41%. As we look to the future, we will continue utilizing Textile Genesis to trace from fiber forward to discover more links in our supply chain, while also exploring more organic and regenerative supply chains for increased visibility at the fiber level. Carbon Science-Based Targets The company committed to a 100% reduction in absolute Scope 1 and 2 GHG emissions* by 2025 from a 2017 base year. The company also committed to a 25% reduction in absolute Scope 3 emissions from purchased goods and upstream transportation and distribution by 2025.",2,41% increase in fiber volume on Textile Genesis blockchain — specific verified
182,Eileen Fisher,fashion,positive_control,"We are committed to working with our supply chain partners to expand access to the Fair Trade program, which allows for a more equitable distribution of resources from brands directly to the workers within their supply chains. Internally, we continued our commitment to increasing the inclusivity of our workplaces by ensuring that close to 100% of our employees participated in DEI training. Our employees also devoted a great deal of time to collaborating with educational and nonprofit institutions, as well as industry groups, to promote responsible business practices and educate the next generation of consumers and professionals on these important issues. The year was not without challenges. We had to reduce the percentage of eco-preferred fibers due to market limitations in organic linen.",2,"Fair Trade expansion, internal inclusivity commitment — substantive"
183,Eileen Fisher,fashion,positive_control,"Benefit 3 We are committed to conducting business in ways that empower women and girls, support the fair treatment of all people, and preserve the environment. Business for Good We continue to maximize our limited philanthropic dollars by making merchandise and gift card donations, as well as matching employee donations toward disaster relief. 19 20 Benefit 4 We are committed to working collaboratively and transparently with other companies in the fashion industry to advance ethical business practices.",2,Merchandise donations and matching gifts — specific philanthropic activity
184,Eileen Fisher,fashion,positive_control,"Supply Chain EILEEN FISHER works with apparel manufacturers (Tier 1) and mills & dyehouses (Tier 2) to improve social and environmental performance. Our recent effort to expand human rights programming into Tier 2 started in 2022 and will progress as we expand this work throughout Tier 2 and into Tier 3 and Tier 4. * 15 16 Benefit 2a We are committed to creating an inclusive workplace that respects and honors differences in gender, age, race, ethnicity, religion, sexual orientation and political views.",2,Tier 2 human rights programming since 2022 — specific timeline
185,Eileen Fisher,fashion,positive_control,"8 Circularity and Waste Since 2009, EILEEN FISHER has taken back over 2 million gently used garments through our Renew take-back program from customers and employees. We’re committed to establishing a fully circular product life cycle, while recognizing that it currently only makes up a small percentage of our overall manufacturing and sales. We’re also committed to identifying the most responsible next life option for our take-back inventory. 9",2,2 million garments taken back since 2009 — specific verified figure
186,Eileen Fisher,fashion,positive_control,"In 2023, we engaged with ten issues that advance our core values of people and planet. 24 25 26 Final Word We hope this new, more streamlined Benefit Report format provides the essential data needed to understand how EILEEN FISHER is managing its people and planetary commitments.",0,Report closing statement — out of scope
187,Eileen Fisher,fashion,positive_control,"The year was not without challenges. We had to reduce the percentage of eco-preferred fibers due to market limitations in organic linen. While we’re not proud of falling short, we do believe there is real value in being transparent about when and where we didn’t achieve our goals, so we can learn from those situations and do better in the future. To that end, I am proud of the way our teams handled those moments and the work they continue to put in to push for progress toward all of our goals. Overall, 2023 was an incredible year, and I am delighted to take a moment to recognize the achievements of our teams.",2,Organic linen shortfall acknowledged — honest about missing goal
188,Eileen Fisher,fashion,positive_control,"Finally, as a B Corp, we report our latest score on the B Impact Assessment during the triennial period between recertifications. The majority of product- and supplier-level data is based on unit volume. We prioritize third-party-verified data wherever applicable to promote data integrity, support collective action and provide the greatest possible transparency for external stakeholders. 2023 at a Glance 20% of our clothing was made in Fair Trade Certified factories, our first year with Fair Trade Certified product. 75% of our line contains eco-preferred fibers.",2,"B Corp triennial audit, third-party verified data prioritised — substantive"
189,Eileen Fisher,fashion,positive_control,"We’re also committed to identifying the most responsible next life option for our take-back inventory. 9 Transparency Transparency is a key facilitator of our efforts to improve the social and environmental impacts of our supply chain. In 2023, we continued to trace our supply chain using third-party certificates and blockchain technology. In particular, we expanded the scope of products on our third-party blockchain traceability platform, Textile Genesis, and increased the fiber volume traced by this platform by 41%.",2,"Supply chain traceability via blockchain, scope expanded — specific"
190,Eileen Fisher,fashion,positive_control,"Due to a shortfall in the availability of organic linen on the global market, we used European Flax™, which is certified as traceable to Europe, following certain environmental best practices, but is not organic. Another gap in the percentage of eco-preferred fibers between reporting years resulted from a higher demand for silk in 2023. Likely due to a post-pandemic return to social gatherings in 2023, our consumers demonstrated a preference for formal attire. As a result, our silk percentage increased relative to 2022 whereas organic cotton and Tencel Lyocell decreased. Although our silk is bluesign APPROVED at the material level, it does not currently carry a third-party certification at the fiber level, meaning that we cannot count it as an eco-preferred fiber.",2,European Flax used as organic linen substitute — honest gap disclosure
191,Eileen Fisher,fashion,positive_control,"In addition, we were able to identify end-of-life solutions for more damaged inventory than ever before, increasing our participation in the nascent fiber-to-fiber recycling industry by recycling 64,142 of the damaged units we have taken back from customers. Our definition of responsibility extends beyond our products to ensuring that we do the best we can for those who bring our clothing to life. I’ve been thrilled that 2023 was the year EILEEN FISHER began its partnership with Fair Trade USA and that in the first season, 20% of our products were made in Fair Trade Certified factories. We are committed to working with our supply chain partners to expand access to the Fair Trade program, which allows for a more equitable distribution of resources from brands directly to the workers within their supply chains. Internally, we continued our commitment to increasing the inclusivity of our workplaces by ensuring that close to 100% of our employees participated in DEI training.",2,"64,142 damaged units recycled — specific fiber-to-fiber figure"
