annotation_id,brand,industry,role,text,label,notes
51,L'Oreal,clean_beauty,greenwashing,"h 2 a 5 ) ( , p C .2 o 2 r ) n , e D li i a e g A o d A am rm s a / n S d k o in M C e e n u d ti o c z a a ls / ( p K . e 2 n 6 d ), a S ll t u J d en io n A e C r / D L / ’O L r a é a R l o P c a h r e is - P x o M s u a g y l ( e p r . 2 (p 6 .2 ), 3 A ) n , L to u i n n a e international operations. project that integrates mental & Charlie / Vichy (p.26), McCann Agency (p.26), Antoine & Charlie / La Roche-Posay (p.27), Color Wow (p.28), Phenomene / L’Oréal (p.28), Mariana / Matrix (p.28), McCann / Sabrina Carpenter (p.29), Daphné Launay / Myrtille Revemont / Helena Rubinstein (p.30), L’Oréal Research & Innovation (p.31), IT Cosmetics (p.31), Agence Superbien / L’Oréal (p.32) ; Romain Le health into climate resilience, Brun / L’Oréal Operations (p.33), KYCTV Kenya (p.34), L’Oréal/DR, X. Designed and produced by through a youth-led, peer Competitive positions and market share held by the Group’s Divisions and brands mentioned in this report are based on studies, panels and polls obtained from specialised organisations counseling network across and companies, or, in the absence of comprehensive studies, are the results of estimates made by L’Oréal on the basis of available statistical data. six informal settlements that leverages their 1,300-member youth climate action groups. You have in your hands a document designed and produced with a low-carbon approach. The Novatech Matt paper used for this publication is PEFC certified, produced from wood fibres from sustainably managed forests and has the European Ecolabel. The printer, committed to an eco-responsible approach, is certified Imprim’Vert®, ISO 14001 and EcoVadis Gold. The format of this publication has been optimised to limit paper waste.",2,Severely garbled OCR: photo credits mixed with climate text.
52,L'Oreal,clean_beauty,greenwashing,"Board collaborated with senior It is maintained through the management in 2025 on subjects presence of Jean-Victor Meyers including transformation projects, and Nicolas Meyers on the Board, strategic markets, longevity, the as well as that of the family mid-term review of the L’Oréal holding company, Téthys. for the Future programme and the decarbonisation plan. Complete commitment Alexandre Ricard Jacques Ripoll Isabelle Seillier Société Téthys to strategic leadership and Fully committed and highly + + +  long-term decision-making active, the directors participate dynamically and diligently in The Board’s composition ensures the work of the Board and diversity in terms of backgrounds, its Committees, driven by nationalities, experience (both the conviction that rigorous + I ndependent(2)  Strategy and Sustainable Development Committee in France and internationally) governance creates value for the  Audit Committee and expertise relating to today’s company and all its stakeholders.  Nominations and Governance Committee  Human Resources and Remuneration Committee  Directors representing employees Benny de Vlieger (1) Excluding directors representing employees in accordance with France’s Commercial Code (Code de commerce) and the AFEP-MEDEF Code.  (2) As per AFEP-MEDEF Code criteria, as assessed by Board of Directors. 6 7 Executive Committee 4 5 8 12 13 15 17 3 6 7 1 2 14 16 21 Executive Committee members are in charge of L’Oréal’s Divisions, 9 Functional Departments and Geographic Zones. They implement strategic 10 11 18 19 20 guidelines and direct Group activities worldwide. 1 2 3 12 13 14 Nicolas Hieronimus Barbara Lavernos Alexis Perakis-Valat Delphine Viguier-Hovasse Fabrice Megarbane Myriam Cohen-Welgryn Chief Executive Officer Deputy Chief Executive Officer, President North America & Chief Innovation & Prospective Officer President President in charge of Research, Innovation & Technology Chief Executive Officer of L’Oréal USA Consumer Products Dermatological Beauty 4 5 6 15 16 17 Vianney Derville Vincent Boinay Antoine Vanlaeys Jean-Claude Le Grand Blanca Juti Vismay Sharma Chief Growth Officer President North Asia Zone & Chief Operations Officer Chief Human Relations Officer Chief Corporate Affairs & President Chief Executive Officer L’Oréal China Engagement Officer South Asia Pacific, Middle East & North Africa Zone 7 8 9 18 19 20 Ezgi Barcenas Cyril Chapuy Eva Yu Ersi Pirishi Christophe Babule Kerstin Bird Chief Corporate Responsibility Officer & President President President Chief Financial Officer President CEO of the Fondation L’Oréal Luxe Travel Retail Latin America Zone Sub-Saharan Africa Zone 10 11 21 Asmita Dubey Omar Hajeri Emmanuel Goulin Chief Digital & Marketing Officer President President Professional Products Europe 8 9 Strategy Transformation The bedrock of beauty Seize what’s starting - accelerated with AI A clear strategy A global endeavour L’Oréal has defined a clear vision: our Sense of Purpose and “beauty for each” are the driving At the heart of our transformation is our forces behind our innovative beauty products commitment to understand and anticipate and services that aim to cater for the diverse the desires of our consumers — ensuring that aspirations of all people.",2,"Board composition list — governance, not environmental."
53,L'Oreal,clean_beauty,greenwashing,"L’Oréal: a great place for innovators Data combined with next-generation tech and supercharged by AI is accelerating Named Fortune magazine’s our ability to create new and personalised “Most Innovative Company” in Europe, L’Oréal combines consumer beauty experiences. internal beauty and tech expertise with the best of external, cross-industry talent and innovation. Fusing art and science We collaborate with Decarbonisation: partners including startups, to capture hearts academics, incubators 100% renewable energy and minds and Big Tech, and our use of artificial intelligence This year we reached 100% is expanding. In 2025, renewable energy for all our L’Oréal is reshaping its relationship with 65,000+ employees were operated sites and stores(1) — consumers by augmenting its marketing, trained on responsible use a testament to investments thanks to a powerful blend of human of gen AI, ensuring teams Agile operations in renewable energy sources, creativity and advanced technologies. CreAItech, our in-house Gen AI Beauty are equipped to leverage at speed and scale energy conservation and new technologies that efficiency measures across global Content Lab, empowers thousands of users to generate unique, on-brand spur innovation. L’Oréal Operations uses its global operations. We support our suppliers to help them accelerate images and assets for diverse platforms footprint to design, procure and their own decarbonisation and audiences. This technology is manufacture products closer to the result of a close and successful #1 consumers and ensure efficient trajectories. In 2025, L’Oréal was named Supplier Engagement collaboration with our key partners, distribution. 2025 saw new skincare Leader by CDP for the seventh Nvidia, Google and Adobe.",0,
54,L'Oreal,clean_beauty,greenwashing,"They also serves as Vice-Chairman of the ensure that sustainability, ethics years Board), together representing and our corporate purpose (raison average age 34.79% of the capital; two directors d’être) — all integral parts of Sophie Bellon Patrice Caine Fabienne Dulac Béatrice Guillaume-Grabisch of directors from Nestlé (one of whom serves L’Oréal’s growth model — remain + + +  as Vice-Chairman of the Board), constant priorities. representing 20.16% of the capital; 53% eight independent directors; and The Board met eight times in 2025. two employee representatives. The Board Committees issue detailed, insightful and reasoned independent directors (1) After 28 years on the Board, recommendations to inform the Françoise Bettencourt Meyers Board’s discussions and decisions. decided not to seek the renewal of her term of office, which As well as overseeing the expired in 2025. The strong and Group’s economic and financial Thierry Hamel Aurélie Jean Ilham Kadri Nicolas Meyers enduring bond between the management, and conducting  + +  founding Bettencourt Meyers systematic, detailed reviews family and L’Oréal remains an of activities and results, the invaluable asset for the Group. Board collaborated with senior It is maintained through the management in 2025 on subjects presence of Jean-Victor Meyers including transformation projects, and Nicolas Meyers on the Board, strategic markets, longevity, the as well as that of the family mid-term review of the L’Oréal holding company, Téthys. for the Future programme and the decarbonisation plan. Complete commitment Alexandre Ricard Jacques Ripoll Isabelle Seillier Société Téthys to strategic leadership and Fully committed and highly + + +  long-term decision-making active, the directors participate dynamically and diligently in The Board’s composition ensures the work of the Board and diversity in terms of backgrounds, its Committees, driven by nationalities, experience (both the conviction that rigorous + I ndependent(2)  Strategy and Sustainable Development Committee in France and internationally) governance creates value for the  Audit Committee and expertise relating to today’s company and all its stakeholders.  Nominations and Governance Committee  Human Resources and Remuneration Committee  Directors representing employees Benny de Vlieger (1) Excluding directors representing employees in accordance with France’s Commercial Code (Code de commerce) and the AFEP-MEDEF Code.  (2) As per AFEP-MEDEF Code criteria, as assessed by Board of Directors.",2,"Board listing — governance, not environmental."
55,L'Oreal,clean_beauty,greenwashing,"Globally, SkinCeuticals like-for-like(1) is recognised as the number one medical aesthetic brand(2). Its recent A.G.E. Interrupter Ultra Serum is a double-patented formula that provides visible lift and was tested on GLP-1 patients as a regimen with A.G.E. Interrupter Advanced Cream to address “Ozempic face”- Hair and the sagging effect following rapid weight loss scalp health of patients undergoing GLP-1 treatment(3). The Division, drawing on advanced hair and skin science, is shaping Championing sun protection dermatological haircare. Vichy Dercos Aminexil Clinical Despite the importance of sun protection, Booster R.E.G.E.N. applies daily SPF use remains low. The Division has longevity science to combat innovated with new textures and formulations hair loss and promote healthy to make adopting daily SPF use easier hair growth. CeraVe, the for consumers. Launches in 2025 included number one dermatologistLa Roche-Posay Anthelios UVAIR™ SPF 50+ recommended skincare brand and Anthelios UVMUNE 400 Anti-Dark in the United States(4),has Spot Fluid.",2,Product descriptions — no environmental claims.
56,L'Oreal,clean_beauty,greenwashing,"Increase in share of e-commerce +200 bps to online pure players, and the e-commerce items, after non-controlling interests. (9) P referential dividend +10% for shareholders who continuously hold their shares in registered form portion of sales to traditional retailers (6) Includes financial lease debt. for a minimum of two full calendar years, up to a maximum of 0.5% of the capital for the same shareholder. (based on non-audited declarative data). (7) As of 31 December 2025. (10) Based on the share price as of 31 December 2025. 14 15 Social and environmental highlights 2025 progress towards our goals From addressing the impacts of climate change and safeguarding natural resources, to championing circularity Distinctions Steward the climate transition Safeguard nature and building community resilience, L’Oréal’s actions are anchored in the latest environmental science and underpinned by a desire for constant improvement. Triple A score ten years in a row 16.6 ESG “low risk” rating 100% 67% renewable energy of ingredients JAN 2025 achieved by our operated sites in formulas sourced from and stores at the end of 2025(1) nature(2) or from recycled materials 89/100 Platinum medal four years in a row Drive circularity Support communities Ranked among the “World’s Most Ethical Companies” for the 16th year L’Oréal for the Future The L’Oréal for the Future programme has shaped the Group’s sustainable transformation since 2020 and reflects our deep conviction that economic Listed in the Top 10 Universum global ranking (business schools) performance and environmental and social responsibility are inseparable. L’Oréal for the Future is centred on four key pillars: y Steward the climate transition y Safeguard nature Top 5 company for Diversity 37% >5 y Drive circularity & Inclusion, third year in a row (no.",0,
57,L'Oreal,clean_beauty,greenwashing,"By 2040, two-thirds of the world will have melaninrich skin, and 43% will have wavy, curly or coily hair(1). This diversity fuels our innovation, driven by Pioneering longevity advanced research for in beauty every skin and hair type. In skincare, Anthelios UVAIR L’Oréal is leading beauty’s SPF from La Roche-Posay longevity revolution, leveraging offers daily sun protection Leading the over 15 years’ dedicated and hydration for diverse research. Solutions include skin tones; for haircare, Lancôme Absolue Longevity Fructis Curls Method range Soft Cream, Vichy Aminexil and Redken’s Acidic Bonding future of beauty R.E.G.E.N. Booster designed to Curls expand our offerings combat hair loss and stimulate for curly and coily hair. growth, advanced diagnostics like Cell BioPrint which measures longevity biomarkers within Every day, we invent the future of beauty to make minutes, and beauty devices it more personalised, inclusive and sustainable that boost product penetration. by leveraging our strengths in innovation and agility, augmented by tech and AI. To learn more, scan this QR code or visit (1) S G t lo yl b in a g l U U s S a 2 g 0 e 2 T 3 ra , F c e k m er, a H le a p ir o C p a u r la e t & io n lorealannualreport2025.com in millions, CTG 2023-2040. 30 31 Beauty Tech Operations: acceleration driving value chain with AI excellence As the backbone of the Group, Operations teams transform innovation into tangible beauty, with an unwavering commitment to quality, safety and performance, in line with L’Oréal’s environmental and social ambitions.",1,
58,L'Oreal,clean_beauty,greenwashing,"Kérastase now operates three hair and scalp spas in Discover all the highlights of the Saudi Arabia, offering diagnostics, Professional Products Division on treatments and styling rituals. lorealannualreport2025.com (1) Like-for-like: based on comparable structures and identical exchange rates. 28 29 Research & Innovation: the new frontiers of beauty Born from science and powered by tech, L’Oréal is driven by a culture of innovation. Our 4,000 scientists are expanding skin, hair and scalp knowledge and creating beauty Reimagining breakthroughs with beauty for the best quality and a diverse world safety standards. By 2040, two-thirds of the world will have melaninrich skin, and 43% will have wavy, curly or coily hair(1). This diversity fuels our innovation, driven by Pioneering longevity advanced research for in beauty every skin and hair type. In skincare, Anthelios UVAIR L’Oréal is leading beauty’s SPF from La Roche-Posay longevity revolution, leveraging offers daily sun protection Leading the over 15 years’ dedicated and hydration for diverse research. Solutions include skin tones; for haircare, Lancôme Absolue Longevity Fructis Curls Method range Soft Cream, Vichy Aminexil and Redken’s Acidic Bonding future of beauty R.E.G.E.N. Booster designed to Curls expand our offerings combat hair loss and stimulate for curly and coily hair.",0,
59,L'Oreal,clean_beauty,greenwashing,"(10) Based on the share price as of 31 December 2025. 14 15 Social and environmental highlights 2025 progress towards our goals From addressing the impacts of climate change and safeguarding natural resources, to championing circularity Distinctions Steward the climate transition Safeguard nature and building community resilience, L’Oréal’s actions are anchored in the latest environmental science and underpinned by a desire for constant improvement. Triple A score ten years in a row 16.6 ESG “low risk” rating 100% 67% renewable energy of ingredients JAN 2025 achieved by our operated sites in formulas sourced from and stores at the end of 2025(1) nature(2) or from recycled materials 89/100 Platinum medal four years in a row Drive circularity Support communities Ranked among the “World’s Most Ethical Companies” for the 16th year L’Oréal for the Future The L’Oréal for the Future programme has shaped the Group’s sustainable transformation since 2020 and reflects our deep conviction that economic Listed in the Top 10 Universum global ranking (business schools) performance and environmental and social responsibility are inseparable. L’Oréal for the Future is centred on four key pillars: y Steward the climate transition y Safeguard nature Top 5 company for Diversity 37% >5 y Drive circularity & Inclusion, third year in a row (no. 4) reduction million people y Support communities in the use of virgin plastic for product packaging supported through our brands’ social compared to 2019, in absolute terms engagement programmes For the full 2025 results for L’Oréal for the Future, see chapter four of our Universal Registration Document. Top 100 globally for gender equality (no. 21) (1) Operated stores where we hold an electricity subscription. (2) From plant or mineral sources. 16 17",0,
60,L'Oreal,clean_beauty,greenwashing,"growth, advanced diagnostics like Cell BioPrint which measures longevity biomarkers within Every day, we invent the future of beauty to make minutes, and beauty devices it more personalised, inclusive and sustainable that boost product penetration. by leveraging our strengths in innovation and agility, augmented by tech and AI. To learn more, scan this QR code or visit (1) S G t lo yl b in a g l U U s S a 2 g 0 e 2 T 3 ra , F c e k m er, a H le a p ir o C p a u r la e t & io n lorealannualreport2025.com in millions, CTG 2023-2040. 30 31 Beauty Tech Operations: acceleration driving value chain with AI excellence As the backbone of the Group, Operations teams transform innovation into tangible beauty, with an unwavering commitment to quality, safety and performance, in line with L’Oréal’s environmental and social ambitions. L’Oréal: a great place for innovators Data combined with next-generation tech and supercharged by AI is accelerating Named Fortune magazine’s our ability to create new and personalised “Most Innovative Company” in Europe, L’Oréal combines consumer beauty experiences. internal beauty and tech expertise with the best of external, cross-industry talent and innovation. Fusing art and science We collaborate with Decarbonisation: partners including startups, to capture hearts academics, incubators 100% renewable energy and minds and Big Tech, and our use of artificial intelligence This year we reached 100% is expanding. In 2025, renewable energy for all our L’Oréal is reshaping its relationship with 65,000+ employees were operated sites and stores(1) — consumers by augmenting its marketing, trained on responsible use a testament to investments thanks to a powerful blend of human of gen AI, ensuring teams Agile operations in renewable energy sources, creativity and advanced technologies. CreAItech, our in-house Gen AI Beauty are equipped to leverage at speed and scale energy conservation and new technologies that efficiency measures across global Content Lab, empowers thousands of users to generate unique, on-brand spur innovation.",0,
61,L'Oreal,clean_beauty,greenwashing,"six informal settlements that leverages their 1,300-member youth climate action groups. You have in your hands a document designed and produced with a low-carbon approach. The Novatech Matt paper used for this publication is PEFC certified, produced from wood fibres from sustainably managed forests and has the European Ecolabel. The printer, committed to an eco-responsible approach, is certified Imprim’Vert®, ISO 14001 and EcoVadis Gold. The format of this publication has been optimised to limit paper waste. The digital version of this document is compliant with the PDF/UA (ISO 14289-1), WCAG 2.1 level AA and RGAA 4.1 accessibility standards with the exception of the colour criteria. Its design enables people with motor disabilities to browse through this PDF using keyboard commands. Accessible for people To learn more, scan with visual impairments, it has been tagged in full, so that it can be transcribed vocally by screen readers this QR code or visit using any computer support. lorealannualreport2025.com Accessible PDF powered by 34 Discover the beauty of performance Scan this QR code to explore more exclusive content lorealannualreport2025.com",0,
62,L'Oreal,clean_beauty,greenwashing,"shareholders, by sustaining countries For over a century we have been a robust business model. dedicated to one sole vocation: We act to champion the cause creating beauty. We remain true to of women and to strengthen the pioneering spirit of our founder the communities with which 40 €8.89 Bn and enjoy the unwavering support we engage. of his family, who have always global brands in operating profit accompanied our development. We act to protect the beauty of the planet by fighting climate Our goal is to offer each and every change, respecting biodiversity and person around the world the preserving natural resources. best of beauty in terms of quality, 725 efficacy, safety, sincerity and At L’Oréal, we share a common purpose to: responsibility to satisfy all beauty patents filed needs and desires in their infinite diversity. Because beauty is a permanent quest, we harness the power of our innovation to continually enhance Contents the performance of our products and services. Because we value diversity, we leverage each of our brands 04 • C hairman’s message to celebrate all expressions of 05 • F oreword from the Chief Executive Officer beauty. Create Fundamentals Performance Brands Leading the future of beauty Because we strive to be exemplary 06 • B oard of Directors 14 • F inancial 20 • A cquisitions 31 • R&I: the new frontiers with a long-term vision, we anchor the beauty 08 • Executive Committee performance 21 • Global brands of beauty our actions in our strong values and 10 • S trategy 16 • S ocial and 22 • C onsumer Products 32 • B eauty Tech acceleration demanding ethical principles. environmental with AI that moves 11 • Transformation highlights 24 • L uxe 33 • Operations: driving value And because we are the global 1 1 2 3 • • E P t e h o i p cs le 18 • V alue creation 2 2 6 8 • • D P r e o r f m es a s t i o o l n o a g l i c P a r l o B d e u a c u ts ty 34 • c C h h a a i m n e p x io c n el i l n e g n c e e n v ironmental leader in beauty, we are aware the world that everything we do can have and social progress a meaningful impact.",1,
63,L'Oreal,clean_beauty,greenwashing,"we serve. in sales employees Beauty is a powerful force that We act to nurture lasting moves us. We know that beauty partnerships with our clients is more than just looking good. and suppliers based on mutual Beauty gives us confidence in trust and collaboration. 150+ who we are, in who we want to be, We act to create value for all our and in our relationships with others. shareholders, by sustaining countries For over a century we have been a robust business model. dedicated to one sole vocation: We act to champion the cause creating beauty. We remain true to of women and to strengthen the pioneering spirit of our founder the communities with which 40 €8.89 Bn and enjoy the unwavering support we engage. of his family, who have always global brands in operating profit accompanied our development. We act to protect the beauty of the planet by fighting climate Our goal is to offer each and every change, respecting biodiversity and person around the world the preserving natural resources.",1,
64,L'Oreal,clean_beauty,greenwashing,"It focuses on seven Emergency Fund Registered office: 14, rue Royale – 75008 Paris – France key priority areas including www.loreal-finance.com water resilience, alternative In 2025, the L’Oréal Climate materials, eliminating fossil Emergency Fund supported plastic use and enhancing diverse projects to bolster circularity. Thirteen community resilience, empower companies have been vulnerable populations Photo credits selected for participation, to manage climate risks McCann Agency / Mona Tougaard / Viktor&Rolf (cover and back cover), Thomas Laisné / L’Oréal (p.4, p.7), Stéphane de Bourgies / L’Oréal (p.7), Alain Buu / L’Oréal (p.7, p.19), L’Oréal (p.7, with the potential to and provide humanitarian p.17, p.32, p.33, p.34), Thomas Gogny / Divergence / L’Oréal (p.7), Harald Schnauder / L’Oréal (p.7), Emmanuel Crooy / L’Oréal (p.7), Antoine Doyen / Pernod Ricard (p.7), Hermance Triay launch six-to-nine-month assistance. In Kenya, we (p.7), ANKA Lab / L’Oréal (p.7), Téthys (p.7), Nathaniel Goldberg / L’Oréal (p.8), Cass Bird / Gillian Anderson / L’Oréal Paris (p.10, p.22), L’Oréal CreAItech (p.11), Bénédicte Brocard / L’Oréal (p.12, p.19), Chloé Gassian / L’Oréal (p.13), Txema Yeste / Kendall Jenner / L’Oréal Paris x Mugler (p.14), Agence Odds / L’Oréal (p.16, p.17, p.18, p.32, p.34), L’Oréal, Paco Santamaria / L’Oréal pilot projects and scale collaborated with Slum Dwellers (p.17), Istock (p.18), Anairam / Matrix (p.18), Lancôme (p.18), Plastics for Change / Garnier (p.19), Antoine Tardy / L’Oréal Research & Innovation (p.19, p.31), Dorian Huet / Garnier (p.22), Tendril these across the Group’s International in Nairobi on a C St o u n d t i e o / / V L a ’O le r n éa tin l P o a (p ri . s 2 ( 4 p ) . , 2 C 2 r ) e , N ed Y X (p P .2 M 4) U , M S e tu d d ik i 8 o / (p N .2 Y 4 X ), P G r le o n fe n s L si e o c n h a f l o M rd a / k e T u o p m / H J o a l y la c n h d e l / le P Y r a a m da a n (p o . h 2 a 5 ) ( , p C .2 o 2 r ) n , e D li i a e g A o d A am rm s a / n S d k o in M C e e n u d ti o c z a a ls / ( p K . e 2 n 6 d ), a S ll t u J d en io n A e C r / D L / ’O L r a é a R l o P c a h r e is - P x o M s u a g y l ( e p r . 2 (p 6 .2 ), 3 A ) n , L to u i n n a e international operations. project that integrates mental & Charlie / Vichy (p.26), McCann Agency (p.26), Antoine & Charlie / La Roche-Posay (p.27), Color Wow (p.28), Phenomene / L’Oréal (p.28), Mariana / Matrix (p.28), McCann / Sabrina Carpenter (p.29), Daphné Launay / Myrtille Revemont / Helena Rubinstein (p.30), L’Oréal Research & Innovation (p.31), IT Cosmetics (p.31), Agence Superbien / L’Oréal (p.32) ; Romain Le health into climate resilience, Brun / L’Oréal Operations (p.33), KYCTV Kenya (p.34), L’Oréal/DR, X. Designed and produced by through a youth-led, peer Competitive positions and market share held by the Group’s Divisions and brands mentioned in this report are based on studies, panels and polls obtained from specialised organisations counseling network across and companies, or, in the absence of comprehensive studies, are the results of estimates made by L’Oréal on the basis of available statistical data.",0,
65,L'Oreal,clean_beauty,greenwashing,"Consumers Clients & distributors Communities Employees >7 billion Partnerships >5 million 45,000 products distributed globally including with Carrefour in France, and JD.com in China, to people supported through our are L’Oréal shareholders decarbonise beauty and encourage sustainable consumption brands’ social engagement programmes L’Oréal is more than a global beauty leader Value creation 1 L’Oréal 1.6 €194 job 16 million billion L’Oréal is committed to dual excellence - the fusion of economic = performance with environmental and social progress. Together, For more information, jobs generated jobs supported in business output scan this QR code or visit globally worldwide generated globally they guide our long-term investment decisions and allow us lorealannualreport2025.com to create and share sustainable value with our stakeholders. Source: Asterès Global Socio-Economic Impact Study - 21 Countries + Global Footprint 2025. Suppliers Government & local authorities Scientific communities & startups Shareholders 115,000 €3.3 Bn 725 +10.6 % (1) beneficiaries patents filed of our Inclusive Sourcing Programme in taxes and duties paid to governments and 140 scientific papers published Total shareholder return (over ten years) and local authorities (1) Based on the share price as of 31 December 2025. 18 19 Acquisitions 40 global brands Through targeted acquisitions, L’Oréal has been building a unique portfolio of brands L’Oréal brands are organised in Divisions, each of which has a specific vision to satisfy all beauty aspirations, in their infinite diversity. The year 2025 was a landmark year of beauty, by consumer universe and distribution channel. for acquisitions and follows decades of strategic investments to create the L’Oréal of today. Consolidated Group sales in € billion History of acquisitions (5) (6) 44.05 2025 CONSUMER PRODUCTS 43.48 2024 (4) 41.18 2023 38.26 2022 32.28 202 1 27.99 2020 29.87 2019 (4) LUXE (2) (3) 26.94 2018 (4) 26.02 2017 25.84 2016 25.26 2015 (7) 22.53 2014 22.12 2013 21.63 2012 20.34 2011 19.50 2010 17.54 2008 (1) 15.76 2006 DERMATOLOGICAL BEAUTY 14.53 2005 14.03 2003 12.67 2000 12.65 1993-96 PROFESSIONAL PRODUCTS 10.4 1980-89 (1)The Body Shop was sold in 2017. 0.23 1970 (2) Giorgio Armani licence renewal.",1,
66,L'Oreal,clean_beauty,greenwashing,"Published by the Financial Communications Department and the Corporate Affairs & Engagement Department. Championing environmental Your contacts and social progress Individual Shareholders Pascale Guérin, Angélique Fruchtenreich relations_actionnaires_individuels@loreal-finance.com From France, toll-free number for shareholders: 0 800 666 666 From outside France: + 33 140 148 050 Uptevia La Défense – Cœur Défense Tour A 90-110 Esplanade du Général de Gaulle 92400 Courbevoie – France Financial Analysts Accelerating and Institutional Investors tomorrow’s As the world’s largest beauty company, L’Oréal Eva Quiroga relations_investisseurs@loreal-finance.com sustainability has a responsibility to drive real, meaningful changemakers change. Our actions are anchored in the latest Journalists Brune Diricq environmental science and underpinned by L’Oréal launched corporatepress@loreal.com L’AcceleratOR — a a desire for constant improvement. sustainable innovation programme endowed with €100 million over five years — to scale up Incorporated in France as a “Société Anonyme” breakthrough technologies Supporting with registered capital of €106,756,605.60 that support the communities through 632 012 100 R.C.S. Paris sustainable transformation Code LEI 529900JI1GG6F7RKVIS3 of L’Oréal and the beauty the L’Oréal Climate Headquarters: 41, rue Martre – 92117 Clichy Cedex – France Tel: + 33 1 47 56 70 00 industry. It focuses on seven Emergency Fund Registered office: 14, rue Royale – 75008 Paris – France key priority areas including www.loreal-finance.com water resilience, alternative In 2025, the L’Oréal Climate materials, eliminating fossil Emergency Fund supported plastic use and enhancing diverse projects to bolster circularity. Thirteen community resilience, empower companies have been vulnerable populations Photo credits selected for participation, to manage climate risks McCann Agency / Mona Tougaard / Viktor&Rolf (cover and back cover), Thomas Laisné / L’Oréal (p.4, p.7), Stéphane de Bourgies / L’Oréal (p.7), Alain Buu / L’Oréal (p.7, p.19), L’Oréal (p.7, with the potential to and provide humanitarian p.17, p.32, p.33, p.34), Thomas Gogny / Divergence / L’Oréal (p.7), Harald Schnauder / L’Oréal (p.7), Emmanuel Crooy / L’Oréal (p.7), Antoine Doyen / Pernod Ricard (p.7), Hermance Triay launch six-to-nine-month assistance. In Kenya, we (p.7), ANKA Lab / L’Oréal (p.7), Téthys (p.7), Nathaniel Goldberg / L’Oréal (p.8), Cass Bird / Gillian Anderson / L’Oréal Paris (p.10, p.22), L’Oréal CreAItech (p.11), Bénédicte Brocard / L’Oréal (p.12, p.19), Chloé Gassian / L’Oréal (p.13), Txema Yeste / Kendall Jenner / L’Oréal Paris x Mugler (p.14), Agence Odds / L’Oréal (p.16, p.17, p.18, p.32, p.34), L’Oréal, Paco Santamaria / L’Oréal pilot projects and scale collaborated with Slum Dwellers (p.17), Istock (p.18), Anairam / Matrix (p.18), Lancôme (p.18), Plastics for Change / Garnier (p.19), Antoine Tardy / L’Oréal Research & Innovation (p.19, p.31), Dorian Huet / Garnier (p.22), Tendril these across the Group’s International in Nairobi on a C St o u n d t i e o / / V L a ’O le r n éa tin l P o a (p ri . s 2 ( 4 p ) . , 2 C 2 r ) e , N ed Y X (p P .2 M 4) U , M S e tu d d ik i 8 o / (p N .2 Y 4 X ), P G r le o n fe n s L si e o c n h a f l o M rd a / k e T u o p m / H J o a l y la c n h d e l / le P Y r a a m da a n (p o .",2,Garbled OCR: photo credits + Climate Emergency Fund text merged.
67,L'Oreal,clean_beauty,greenwashing,"4) reduction million people y Support communities in the use of virgin plastic for product packaging supported through our brands’ social compared to 2019, in absolute terms engagement programmes For the full 2025 results for L’Oréal for the Future, see chapter four of our Universal Registration Document. Top 100 globally for gender equality (no. 21) (1) Operated stores where we hold an electricity subscription. (2) From plant or mineral sources. 16 17 Consumers Clients & distributors Communities Employees >7 billion Partnerships >5 million 45,000 products distributed globally including with Carrefour in France, and JD.com in China, to people supported through our are L’Oréal shareholders decarbonise beauty and encourage sustainable consumption brands’ social engagement programmes L’Oréal is more than a global beauty leader Value creation 1 L’Oréal 1.6 €194 job 16 million billion L’Oréal is committed to dual excellence - the fusion of economic = performance with environmental and social progress. Together, For more information, jobs generated jobs supported in business output scan this QR code or visit globally worldwide generated globally they guide our long-term investment decisions and allow us lorealannualreport2025.com to create and share sustainable value with our stakeholders. Source: Asterès Global Socio-Economic Impact Study - 21 Countries + Global Footprint 2025. Suppliers Government & local authorities Scientific communities & startups Shareholders 115,000 €3.3 Bn 725 +10.6 % (1) beneficiaries patents filed of our Inclusive Sourcing Programme in taxes and duties paid to governments and 140 scientific papers published Total shareholder return (over ten years) and local authorities (1) Based on the share price as of 31 December 2025. 18 19",0,
68,Sephora,clean_beauty,greenwashing,"Through strategic giving initiatives, we also empower our clients and employees to create These groups drive real change through initiatives such as positive change, together. clean-up days and charity sales. In France, three ERGs launched Sephora North America has defined various occasions in early 2023: “Pride at Sephora”, “EllesVMHxSephora” and In 2024, Sephora defined its global “Giving Framework”, to give back to communities in need. All activations “Sephora Planet.” In Italy, Poland and Spain, employees can identifying two global priority communities – gender and are managed through the Benevity platform, contribute to Sephora Stands Committees, engaging in social disability – and three regional priorities: LGBTQIA+ communities, accessible to all employees. In April, during National and environmental initiatives. people over the age of 55 and historically excluded race/ethnicity Volunteering Month, employees are encouraged groups. The framework also defines focus areas for strategic to volunteer through the platform, earning monetary Launched in 2018 in the US, Sephora’s INCommunities are open partnerships with NGOs in social and economic inclusion. By rewards per hour to donate back to the NGO they to all employees and allies across offices, stores, and distribution 2026, every market or hub will have at least one deep partnership support, doubling their impact. “Giving Tuesday” in centres. With 1 in 4 being a Store Manager, members are aligned with these priority communities and focus areas.",2,"Community giving / ERGs — social content, no environmental claim."
