passage_id,brand,knn_pred,knn_prob,tfidf_pred,tfidf_prob,agree
4071,Sephora,0,0.2857,1,0.527,False
4077,Sephora,0,0.4286,1,0.5447,False
4098,Sephora,1,0.7143,0,0.4501,False
4099,Sephora,1,0.5714,0,0.4811,False
4100,Sephora,0,0.4286,1,0.5137,False
4101,Sephora,0,0.4286,1,0.5109,False
4102,Sephora,0,0.4286,1,0.5229,False
4103,Sephora,1,0.5714,0,0.4573,False
4104,Sephora,1,0.5714,0,0.3911,False
4105,Sephora,1,0.5714,0,0.4481,False
4111,Sephora,0,0.2857,1,0.5472,False
4117,Sephora,0,0.2857,1,0.5221,False
4151,Lush,1,0.5714,0,0.4236,False
4154,Lush,1,0.7143,0,0.4305,False
4156,Lush,1,0.5714,0,0.431,False
4158,Lush,1,0.5714,0,0.4771,False
4162,Lush,1,0.5714,0,0.456,False
4163,Lush,1,0.8571,0,0.4819,False
4164,Lush,1,0.7143,0,0.438,False
4165,Lush,1,0.7143,0,0.42,False
4168,Lush,1,0.5714,0,0.456,False
4180,Lush,1,0.5714,0,0.4822,False
4182,Lush,1,0.5714,0,0.4324,False
4188,Lush,1,0.5714,0,0.4499,False
4191,Lush,1,0.5714,0,0.4905,False
4200,Lush,1,0.5714,0,0.4995,False
4204,Lush,1,0.5714,0,0.4417,False
4210,L'Occitane,0,0.4286,1,0.5287,False
4215,L'Occitane,1,0.7143,0,0.4937,False
4217,L'Occitane,0,0.2857,1,0.5,False
4220,L'Occitane,1,0.7143,0,0.4582,False
4221,L'Occitane,1,0.7143,0,0.4962,False
4222,L'Occitane,1,0.5714,0,0.4437,False
4225,L'Occitane,0,0.2857,1,0.5471,False
4236,L'Occitane,1,0.7143,0,0.4283,False
4237,L'Occitane,1,0.7143,0,0.4345,False
4238,L'Occitane,1,0.7143,0,0.452,False
4243,L'Occitane,1,1.0,0,0.4963,False
4244,L'Occitane,1,0.7143,0,0.4926,False
4249,L'Occitane,0,0.4286,1,0.5473,False
4250,L'Occitane,0,0.2857,1,0.5045,False
4257,L'Occitane,1,0.5714,0,0.4685,False
4262,L'Occitane,1,0.5714,0,0.4862,False
4271,L'Occitane,1,0.5714,0,0.4617,False
4280,L'Occitane,0,0.4286,1,0.5046,False
4286,L'Occitane,1,0.5714,0,0.4745,False
4287,L'Occitane,1,0.5714,0,0.477,False
4291,L'Occitane,1,0.5714,0,0.4862,False
4292,L'Occitane,1,0.7143,0,0.493,False
4298,L'Occitane,1,0.5714,0,0.4775,False
4301,L'Occitane,1,0.5714,0,0.4407,False
4302,L'Occitane,1,0.5714,0,0.418,False
4309,L'Occitane,1,0.5714,0,0.4862,False
4312,L'Occitane,1,0.5714,0,0.4735,False
4316,L'Occitane,1,0.7143,0,0.4854,False
4317,L'Occitane,1,0.8571,0,0.4922,False
4318,L'Occitane,1,0.5714,0,0.4657,False
4320,L'Occitane,0,0.2857,1,0.5309,False
4321,L'Occitane,0,0.4286,1,0.5147,False
4328,L'Occitane,1,0.5714,0,0.4325,False
4339,L'Occitane,0,0.4286,1,0.5049,False
4340,L'Occitane,0,0.4286,1,0.5073,False
4341,L'Occitane,0,0.4286,1,0.5501,False
4343,L'Occitane,1,0.5714,0,0.4963,False
4344,L'Occitane,1,0.5714,0,0.4875,False
4347,L'Occitane,1,0.5714,0,0.4832,False
4352,L'Occitane,1,0.5714,0,0.4928,False
4355,L'Occitane,0,0.4286,1,0.5015,False
4357,L'Occitane,0,0.4286,1,0.5092,False
4358,L'Occitane,0,0.4286,1,0.5082,False
4359,L'Occitane,0,0.2857,1,0.5041,False
4360,L'Occitane,0,0.4286,1,0.5224,False
4361,L'Occitane,0,0.4286,1,0.5101,False
4368,L'Occitane,1,0.5714,0,0.4973,False
4370,L'Occitane,0,0.4286,1,0.5107,False
4371,L'Occitane,0,0.4286,1,0.5051,False
4374,L'Occitane,0,0.4286,1,0.5231,False
4384,L'Occitane,0,0.4286,1,0.5259,False
4386,L'Occitane,1,0.5714,0,0.4847,False
4387,L'Occitane,1,0.5714,0,0.4897,False
4388,L'Occitane,0,0.2857,1,0.5018,False
4389,L'Occitane,1,0.5714,0,0.4962,False
4392,L'Occitane,0,0.2857,1,0.5113,False
4393,L'Occitane,1,0.5714,0,0.4816,False
4398,L'Occitane,1,0.7143,0,0.4771,False
4399,L'Occitane,1,0.7143,0,0.4908,False
4401,L'Occitane,1,0.5714,0,0.4968,False
4403,L'Occitane,0,0.2857,1,0.505,False
4411,L'Occitane,1,0.5714,0,0.4694,False
4412,L'Occitane,0,0.4286,1,0.5215,False
4415,L'Occitane,1,0.5714,0,0.4802,False
4423,L'Occitane,0,0.2857,1,0.5129,False
4424,L'Occitane,1,0.5714,0,0.4503,False
4431,L'Occitane,1,0.7143,0,0.4836,False
4435,L'Occitane,1,0.5714,0,0.4903,False
4440,L'Occitane,1,0.5714,0,0.4858,False
4442,L'Occitane,0,0.1429,1,0.5054,False
4443,L'Occitane,0,0.1429,1,0.5424,False
4444,L'Occitane,0,0.4286,1,0.5339,False
4447,L'Occitane,1,0.5714,0,0.4566,False
4475,L'Occitane,0,0.2857,1,0.5017,False
4477,L'Occitane,0,0.2857,1,0.5226,False
4478,L'Occitane,0,0.4286,1,0.5357,False
4479,L'Occitane,0,0.4286,1,0.5402,False
